example_id,customer_tweet_id,customer_text,support_text,customer_time,support_time,intent,should_escalate,escalation_reason
G160,280455,@115850 they make mistake we suffer. They said pay balance will be goodwill in addition to bank refund. Now denying. @115851 https://t.co/xDRjA7fWLZ,@170630 Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN,Fri Oct 06 09:51:03 +0000 2017,Fri Oct 06 10:15:00 +0000 2017,I06_payment_billing,YES,Sensitive account/payment issue
G161,2350879,@AmazonHelp Thanks so much TP! This will make him even happier Christmas day! X,@679470 I'm glad we could be of service! ^TR,Tue Nov 14 18:07:18 +0000 2017,Tue Nov 14 18:10:14 +0000 2017,I11_other_unclear,NO,None — safe to handle
G162,2553956,@115821 🗣Better stop playin with my cake pan! They promised it’ll be delivered today. I­t­ better be😂,@349381 We never play when it comes to cake! 🎂🍰 Carriers deliver as late as 10pm so keep us updated on the arrival! ^KH,Thu Nov 16 15:11:57 +0000 2017,Thu Nov 16 15:21:35 +0000 2017,I01_order_delivery,NO,None — safe to handle
G163,644026,@AmazonHelp Provide me the link here,"@272882 Kindly share the required details, here: https://t.co/GIJyeYqKE0. ^YP",Mon Oct 30 13:52:41 +0000 2017,Mon Oct 30 14:07:08 +0000 2017,I11_other_unclear,NO,Low-confidence or unclear request
G164,2419736,"@115821 Hey, my account was hacked and I can't get in - who do I talk to about this?  I can't even log in to ask about logging in!",@695145 Terribly sorry about your account! Let's get this sorted with you here: https://t.co/GaEQPZTD8r ^JZ,Sun Oct 29 12:39:06 +0000 2017,Sun Oct 29 12:46:30 +0000 2017,I07_account,YES,Complex issue requiring human intervention
G165,134971,@AmazonHelp Awaiting your positive response.,@146419 We've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww ^GK,Fri Nov 24 08:34:32 +0000 2017,Fri Nov 24 09:00:31 +0000 2017,I11_other_unclear,NO,Low-confidence or unclear request
G166,833635,@115821 Order # 408-2079068-9433156,"@318517 Please don’t provide your order details, we consider them as personal information. Our Twitter page is visible to public. ^VM",Fri Oct 13 06:55:17 +0000 2017,Fri Oct 13 07:06:27 +0000 2017,I11_other_unclear,NO,Low-confidence or unclear request
G167,300570,O final de semana será devorando Origem! Valeu @117086 https://t.co/yRWaNspeBH,@171424 Massa! Um livro estupendo Luan! Te desejamos uma leitura magnífica! ^JJ https://t.co/3vDJvsWXDC,Fri Oct 06 20:20:57 +0000 2017,Fri Oct 06 20:29:46 +0000 2017,I10_general_information,NO,None — safe to handle
G168,780290,@115821 worst online shopping website. They make false promises to customer and deliver defective products. Worst customer service executive,@306301 That's quite a comment. Let us help you out. Please drop your details here: https://t.co/lwMTF4wonr (1/2) ^VM,Thu Oct 12 05:36:14 +0000 2017,Thu Oct 12 05:56:01 +0000 2017,I05_wrong_damaged_item,YES,Complex issue requiring human intervention
G169,2689280,@116875 Hice mis pedidos y ahora me bloquearon mi cuenta.,"@756092 Hola Oskr, lamento lo sucedido. ¿Recibiste algún email indicándote la razón de esta situación? ^VL",Sun Nov 19 15:53:35 +0000 2017,Sun Nov 19 15:57:29 +0000 2017,I07_account,YES,Sensitive account/payment issue
G170,1241094,"#iPhone8AppQuiz hey @115850 @AmazonHelp ..hello people. I have'nt slept yet, still waiting for the results. Please let us know. Thnk u☺🤗🙏","@411113 Apologies for the delay, Pravin. Our team is working on this. Stay tuned to our website for more updates. ^HD",Wed Oct 25 22:15:57 +0000 2017,Wed Oct 25 22:29:14 +0000 2017,I10_general_information,NO,None — safe to handle
G171,1609112,@AmazonHelp Your staff on Sundays need training to be nice to customers.,"@494044 Sorry to hear that. What did they advise? Also, what is the original issue? We'd like to help. ^PK",Sun Nov 05 10:43:20 +0000 2017,Sun Nov 05 11:08:30 +0000 2017,I11_other_unclear,YES,Complex issue requiring human intervention
G172,2852200,@AmazonHelp J'viens d'envoyer a votre support :),@792996 Entendu :),Mon Nov 27 19:50:59 +0000 2017,Mon Nov 27 20:00:50 +0000 2017,I11_other_unclear,NO,None — safe to handle
G173,2958565,@116875 Me urge soporte técnico y no puedo comunicarme porque pide contraseña que no me reconoce su sistema,"@816570 Hola, lamentamos el inconveniente. ¿Ya intentaste cambiar la contraseña? ^MB",Wed Nov 29 19:47:42 +0000 2017,Wed Nov 29 19:51:38 +0000 2017,I07_account,YES,Complex issue requiring human intervention
G174,2236191,@AmazonHelp Hi! You never actually did bother following up with me on this. Really not helping your case here.,"@652164 Oh no! I'm sorry for the delay in a response! This isn't the kind of experience we want you to have. Just to confirm, have you received any e-mails from us? Please be sure to check junk and spam folders as well, and let us know! ^TG",Mon Nov 13 19:43:23 +0000 2017,Mon Nov 13 19:57:34 +0000 2017,I11_other_unclear,YES,Complex issue requiring human intervention
G175,752943,"Oye @116875, mi paquete fue robado. AYURA","@299955 Hola, lamento mucho saber lo sucedido, Jaquabat. ¿El producto era vendido y enviado por Amazon o por un vendedor externo? ^LG",Wed Oct 11 14:27:37 +0000 2017,Wed Oct 11 14:29:38 +0000 2017,I02_missing_package,YES,Complex issue requiring human intervention
G176,2609893,"@AmazonHelp I go to the link, but it doesn't show me the order.",@738142 Can you contact us here: https://t.co/JzP7hlA23B? ^MC,Fri Nov 17 10:58:57 +0000 2017,Fri Nov 17 11:05:29 +0000 2017,I07_account,YES,Complex issue requiring human intervention
G177,2944331,"When @115821 spoils the Christmas surprise you bought your son 🙄😒 Seriously, WHY would you deliver a package at this time of year with the name of the contents on the box?!?!  😩😡 So annoyed. #amazonfail https://t.co/c5Peoh16jU",@813365 I'm sorry for the trouble. Here's information on how to prevent this from reoccurring: https://t.co/xZOF5xtdid Please let us know if we can help with anything else. ^CO,Wed Nov 29 14:57:04 +0000 2017,Wed Nov 29 15:04:00 +0000 2017,I10_general_information,NO,None — safe to handle
G178,1389970,"Reçu en deux jours, merci @120533 ! Je vais essayer ce petit casque de chez @285427 😊😉 https://t.co/YIOeEaZlLC",@443313 Oh 😍 Quelle serait la première chanson ? ^MA,Sat Oct 28 11:24:48 +0000 2017,Sat Oct 28 11:30:46 +0000 2017,I01_order_delivery,NO,None — safe to handle
G179,2471309,"@AmazonHelp ... me renvoie vers une autre plateforme! Pas cool! ... du coup, en gros, autant ne pas acheter le statut prime?","@706743 Si j'ai bien compris, vous n'avez aucune visibilité sur le suivi de votre colis ?^AR",Fri Jul 14 16:15:23 +0000 2017,Fri Jul 14 16:18:30 +0000 2017,I08_prime_subscription,NO,None — safe to handle
G180,619914,@AmazonHelp acho que vidas muito boas da rainha @188343 :),@267145 Eu estou amando esse livro &lt;3 ^VL,Wed Nov 22 17:03:06 +0000 2017,Wed Nov 22 17:04:58 +0000 2017,I10_general_information,NO,None — safe to handle
G181,1379444,@115830 got my Fast 8 DVD preordered. Pressed play on DVD player get an hour in and it’s ALREADY damaged!!!! https://t.co/NHnVtjWfN6,"@441140 I'm sorry for the disappointing experience, Megan! Let's look into some options together here: https://t.co/gr8HdRgQGi ^FD",Mon Oct 16 15:28:14 +0000 2017,Mon Oct 16 15:31:37 +0000 2017,I05_wrong_damaged_item,YES,Complex issue requiring human intervention
G182,232363,"@AmazonHelp Everytime the same thing, check the records i have contacted through Twitter many times . Even i have filled the forms twice or thrice now","@171316 We apologize for the trouble you've experienced. However, we haven't received the details yet. (1/2)^RS",Fri Oct 06 13:45:46 +0000 2017,Fri Oct 06 15:17:30 +0000 2017,I11_other_unclear,YES,Complex issue requiring human intervention
G183,2930626,"@AmazonHelp To Amazon customer service, by using the form in Your website..","@810671 Thanks, have you been given a waiting time for a response? ^AS",Wed Nov 29 07:35:02 +0000 2017,Wed Nov 29 07:42:28 +0000 2017,I11_other_unclear,NO,None — safe to handle
G184,348150,"Worst courier services in the market @115821  amazon transportation services, please contact seller,ask for other services other than ATS.",@198898 I'm sorry to hear this! We would like to look into this futher. Please contact us here: https://t.co/JzP7hlA23B ^AC,Tue Sep 05 17:52:53 +0000 2017,Tue Sep 05 18:08:00 +0000 2017,I01_order_delivery,YES,Complex issue requiring human intervention
G185,2461332,"@AmazonHelp 1) Which office this is coming from of Amazon?
2) Issues are related to Delivery agents tagging goods as delivered n not delivering
3) They tend to give parcels to security for no particular reason
4) Ur robots in the South of India speak with a heavy accent, more like singlish","@704723 I get your disappointment. We'd like to help you with this, kindly share your details via the above link. ^SG",Wed Nov 15 11:26:14 +0000 2017,Wed Nov 15 11:52:27 +0000 2017,I01_order_delivery,YES,Complex issue requiring human intervention
G186,2471631,@116324 Hi I have just had a delivery attempted message from Amazon for a parcel you have. I think the driver has gone to the wrong house again as no one has been here and there is no calling card. Can you help?,@706872 Sorry to hear. Has your Tracking updated for the order:  https://t.co/aaDyEz1VgE ? ^MI,Wed Nov 15 11:29:05 +0000 2017,Wed Nov 15 11:49:00 +0000 2017,I01_order_delivery,NO,None — safe to handle
G187,1499838,"@117086 bom  demais  
vou  fazer  minhas  compras dia  10",@238198 Desejamos que desfrute muito das nossas promoções Claudio 😀. Grande abraço! ^AZ,Fri Nov 03 14:59:28 +0000 2017,Fri Nov 03 15:06:00 +0000 2017,I11_other_unclear,NO,None — safe to handle
G188,77465,"@AmazonHelp package was supposed to arrive last night. Now says don't contact until Saturday, but tracking info hasn't updated in 2 days. Anything you can do or help with? Even an eta?","@133254 I'm sorry to hear of this, did you get an email advising why it was delayed? ^KI",Thu Nov 30 12:11:59 +0000 2017,Thu Nov 30 12:14:00 +0000 2017,I01_order_delivery,NO,None — safe to handle
G189,238147,"@AmazonHelp Harry Potter series, La la land, Annabelle, Conjuring 2",@172659 Could you let us know the exact issue you're facing. Are they out of sync or not showing up. ^CB,Thu Sep 14 15:16:58 +0000 2017,Thu Sep 14 15:23:00 +0000 2017,I11_other_unclear,NO,Low-confidence or unclear request
G190,2930623,@115821 yoy guys dont care your customre i give to order for my book if you have not in stock so infrm me first of all but no you take my full mony than today you send me msg for cancell my book order 😡 https://t.co/oBrhgUr74q,@810670 Unfortunately the canceled order cannot be re-instated. I'll surely forward your comments to the teams internally so they can look into it. (2/2)^HR,Wed Nov 29 07:18:14 +0000 2017,Wed Nov 29 07:43:00 +0000 2017,I09_cancellation_modification,YES,Complex issue requiring human intervention
G191,1334979,"ORDER # 206-8387037-4784361 STILL not fulfilled. Unsuitable packaging, Broken packaging, Missing order.  @115830 @AmazonHelp","@229748 I'm sorry for the trouble! W/o sharing acct info, will you elaborate on what's happened? Is this a replacement order? ^PF",Mon Oct 16 12:31:29 +0000 2017,Mon Oct 16 13:12:26 +0000 2017,I05_wrong_damaged_item,YES,Sensitive account/payment issue
G192,2582995,@AmazonHelp This is all I have https://t.co/pWrSms20a9,@485014 In this case it would be best for us to assist you directly. Please reach out to us here: https://t.co/hApLpMlfHN ^LA,Fri Nov 17 02:02:55 +0000 2017,Fri Nov 17 02:42:42 +0000 2017,I11_other_unclear,YES,Complex issue requiring human intervention
G193,2288926,"What do you do when @116090 sends you a box of returns instead of a printer? Oh, and with customer information left on it! https://t.co/bQtOXQAPou",@664989 Apologies for the mix up. Please get in touch- https://t.co/Q7Ftz6nj80 we'll be happy to look into this further. Keep us posted^TP,Sun Oct 29 06:03:30 +0000 2017,Sun Oct 29 06:09:49 +0000 2017,I05_wrong_damaged_item,YES,Complex issue requiring human intervention
G194,1477421,"@115850 your services are degrading day by day right from delivery to returns. 
Delivery people are like local gundas who are very rude.","@463036 That's quite a remark. We'd like to help, could you let us know what went wrong? ^MA",Mon Oct 16 20:40:55 +0000 2017,Mon Oct 16 21:04:38 +0000 2017,I01_order_delivery,YES,Complex issue requiring human intervention
G195,1127991,@AmazonHelp The delivery date on or before 25.10.17 while reached before 3 days at nearest hub. I have several request for early delivery but not done,@385936 The estimated date is still active. I request you to kindly wait until the estimated date for the order to be delivered. ^SY,Tue Oct 24 12:59:51 +0000 2017,Tue Oct 24 13:20:00 +0000 2017,I01_order_delivery,NO,None — safe to handle
G196,2894683,"Je sais pas quoi en penser 🤔 c'est curieux... Pas une arnaque je suppose, puisque du coup mon profit est plus large que supposer mais c'est pas très logique @120533 https://t.co/Q5RGta0opp","@802209 Bonjour, pourriez-vous nous envoyer le lien qui mène vers la page de l'article s'il vous plaît? ^FA",Tue Nov 28 15:32:08 +0000 2017,Tue Nov 28 15:50:31 +0000 2017,I10_general_information,NO,None — safe to handle
G197,2676853,@115850 the order details in photo attached. Had ordered 4 pcs but recd only 3 pcs till date. When will I receive balance pc? Await reply! https://t.co/l2HAUZFGC1,"@753397 I'm sorry about the trouble with your order. We'd like to help, please connect with us here: https://t.co/vlvfJr4nN9 1/2 ^MA",Tue Oct 31 13:54:18 +0000 2017,Tue Oct 31 14:02:00 +0000 2017,I02_missing_package,YES,Complex issue requiring human intervention
G198,1479445,@AmazonHelp Quella prevista sì.,@463544 Mi dispiace per questo ritardo. Mi confermi anche se la spedizione era affidata ad Amazon o a Venditore Terzo? ^MA,Fri Nov 03 07:01:15 +0000 2017,Fri Nov 03 07:04:54 +0000 2017,I01_order_delivery,NO,None — safe to handle
G199,726607,"@147807
ordered laptop by taking prime membership to be delivered in a day.NOT YET RECEIVED.This is how PRIME MEMBERS are treated. https://t.co/iir8FHmbm8","@294047 here: https://t.co/beaaDm0muc, we'll get back to you soon. 2/2^AP",Wed Oct 11 05:15:30 +0000 2017,Wed Oct 11 05:51:31 +0000 2017,I01_order_delivery,YES,Complex issue requiring human intervention
G200,2385414,@AmazonHelp  https://t.co/4IaFAnRE2n,"@687514 Con gusto Mauricio, cuenta siempre con nosotros. ^JD https://t.co/pYPdP25uOx",Fri Oct 20 09:46:06 +0000 2017,Fri Oct 20 10:07:02 +0000 2017,I11_other_unclear,NO,Low-confidence or unclear request
