example_id,customer_text,golden_customer_tweet_id,top_similarity,retrieved_customer_text,retrieved_support_text
G188,"@AmazonHelp package was supposed to arrive last night. Now says don't contact until Saturday, but tracking info hasn't updated in 2 days. Anything you can do or help with? Even an eta?",77465,0.29261867991019874,@AmazonHelp package was supposed to arrive by 9pm last night but the last item in shipment details says arrival scan 2:27am yesterday??,@156931 Oh no! I'm sorry to hear about this! Do you know who the carrier is? You can find that information here:  https://t.co/Y5jpI9gRhE ^SW
G189,"@AmazonHelp Harry Potter series, La la land, Annabelle, Conjuring 2",238147,0.604070723538807,"A harry potter series too pleaseee!!
@116602 @115821 ...whoever is reading this!!",@688863 We will continue to add new content. Keep checking https://t.co/FYM9PIZOR8 where we highlight the latest movies and TV shows we have available. ^MP
G190,@115821 yoy guys dont care your customre i give to order for my book if you have not in stock so infrm me first of all but no you take my full mony than today you send me msg for cancell my book order 😡 https://t.co/oBrhgUr74q,2930623,0.27269891391442425,@amazonHelp I have not heard back regarding my book order.,@389555 I'm sorry about your order! What does the tracking show for your order here? https://t.co/Y5jpI9gRhE ^TK
G191,"ORDER # 206-8387037-4784361 STILL not fulfilled. Unsuitable packaging, Broken packaging, Missing order.  @115830 @AmazonHelp",1334979,0.2919202342176176,@115830 @AmazonHelp,@127925 So sorry about that! We would like to look into this with you in real-time. Please contact us here: https://t.co/JzP7hlA23B ^LS
G192,@AmazonHelp This is all I have https://t.co/pWrSms20a9,2582995,0.7458756194951738,@AmazonHelp I don't know. This is all I have. https://t.co/V0E2r2fnix,@665349 Apologies - is there any tracking available for the carrier ? ^TD
G193,"What do you do when @116090 sends you a box of returns instead of a printer? Oh, and with customer information left on it! https://t.co/bQtOXQAPou",2288926,0.3603050583065609,"What do you do when something never arrives?
@AmazonHelp https://t.co/SpBEb0aOCA","@746883 Oh no! I'm sorry we haven't delivered your parcel yet! If you'd like to reach out to us by phone, we will be happy to investigate this for you! You can contact us here: https://t.co/Q7Ftz6nj80 and we can explore available options for you!"
G194,"@115850 your services are degrading day by day right from delivery to returns. 
Delivery people are like local gundas who are very rude.",1477421,0.37523118606119704,@115850 your services are becoming more worst..,"@262372 I'm sorry to see you disappointed, could you tell us what went wrong? ^MJ"
G195,@AmazonHelp The delivery date on or before 25.10.17 while reached before 3 days at nearest hub. I have several request for early delivery but not done,1127991,0.2832023127520198,Thank you @115821 for early delivery life saver,@171196 😎 Glad it got to you safely. I hope you enjoy your day. ^CR
G196,"Je sais pas quoi en penser 🤔 c'est curieux... Pas une arnaque je suppose, puisque du coup mon profit est plus large que supposer mais c'est pas très logique @120533 https://t.co/Q5RGta0opp",2894683,0.3818140225234261,@120533 je crois que ceci n'est pas une huile essentielle ;) https://t.co/3ivnqb9Qqd,"@433122 Bonjour, merci de nous avoir signalé cela, nous avons remonter le souci au service concerné. ^MA"
G197,@115850 the order details in photo attached. Had ordered 4 pcs but recd only 3 pcs till date. When will I receive balance pc? Await reply! https://t.co/l2HAUZFGC1,2676853,0.24299269374073662,@AmazonHelp When will I receive the product https://t.co/u3beZAFbEC,@206845 Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN
G198,@AmazonHelp Quella prevista sì.,1479445,0.5576069960727339,@AmazonHelp Credo di sì... https://t.co/wxi1abFMhw,"@788666 Dai, pensa a quando ti consolerai con i tuoi fantastici acquisti! 😍 📦 ^PS"
G199,"@147807
ordered laptop by taking prime membership to be delivered in a day.NOT YET RECEIVED.This is how PRIME MEMBERS are treated. https://t.co/iir8FHmbm8",726607,0.3058583579075963,This is how prime members get their stuff delivered? Fucking ridiculous! @AmazonHelp https://t.co/HQnD8D3u4y,"@167992 Oh no!! I'm so sorry about the way this was received, Josh! Was this sold by Amazon or third-party? https://t.co/Y5jpI9gRhE ^FR"
G200,@AmazonHelp  https://t.co/4IaFAnRE2n,2385414,0.9999999999999999,@AmazonHelp https://t.co/saX0kAZVCW!,@118829 Can you confirm the delivery date provided in your order confirmation email? It can be viewed here: https://t.co/1aMUiU8Rcg ^LA
